artist,album,release_id,master_id,year,country,released,formats,labels,catalog_numbers,barcodes,genres,styles,discogs_url,tracks
Jo Mi Yeon,"MY, Lover",35934523,4093009,2025,South Korea,2025-11-00,CDr (Mini-Album),Cube Entertainment,L200003442,8804775458088,Pop,K-pop,https://www.discogs.com/release/35934523,"[{""position"": ""1"", ""title"": ""Reno (Feat. Colde)"", ""duration"": ""3:08"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Say My Name"", ""duration"": ""2:40"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""F.F.L.Y"", ""duration"": ""2:46"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Space Invader"", ""duration"": ""2:21"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""You And No One Else"", ""duration"": ""2:58"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Petal Shower"", ""duration"": ""3:10"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""Show"", ""duration"": ""3:01"", ""type"": ""track""}]"
MILGRAM カズイ (CV: 竹内良太),カモフラージュ,38388327,,2026,Japan,2026-03-18,"CD (EP, Limited Edition)",Arma Bianca Record,ARMA-0014,,Pop,J-pop,https://www.discogs.com/release/38388327,"[{""position"": ""1"", ""title"": ""カモフラージュ"", ""duration"": ""2:49"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""カモフラージュ (Instrumental)"", ""duration"": ""2:49"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""毒林檎 -カズイ Cover-"", ""duration"": ""2:26"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""毒林檎 -カズイ Cover- (Instrumental)"", ""duration"": ""2:26"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""仮面の告白"", ""duration"": ""19:05"", ""type"": ""track""}]"
MILGRAM カズイ (CV: 竹内良太),Cat,38388228,,2023,Japan,2023-07-26,"CD (EP, Limited Edition)",Arma Bianca Record,ARMA-0007,4570164831636,Rock; Pop,J-pop,https://www.discogs.com/release/38388228,"[{""position"": ""1"", ""title"": ""Cat"", ""duration"": ""2:52"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Cat (Instrumental)"", ""duration"": ""2:52"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""ネオネオン -カズイ Cover-"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""ネオネオン -カズイ Cover- (Instrumental)"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""欺罔の轍"", ""duration"": ""16:29"", ""type"": ""track""}]"
Jo Mi Yeon,MY,23380073,,2022,South Korea,2022-04-27,"CDr (Mini-Album, Stereo)",Cube Entertainment,L200002386,8804775251290,Pop,K-pop,https://www.discogs.com/release/23380073,"[{""position"": ""1"", ""title"": ""Rose"", ""duration"": ""3:20"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Drive"", ""duration"": ""3:21"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Softly"", ""duration"": ""3:47"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""TE AMO"", ""duration"": ""4:16"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Charging (Feat. JUNNY)"", ""duration"": ""3:42"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""소나기 (Rain)"", ""duration"": ""3:02"", ""type"": ""track""}]"
優里,壱,22023010,3400750,2022,Japan,2022-01-12,CD (Album),Ariola,BVCL 1207,4547366536270,Pop,J-pop,https://www.discogs.com/release/22023010,"[{""position"": ""1"", ""title"": ""ベテルギウス"", ""duration"": ""3:51"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""ドライフラワー"", ""duration"": ""4:46"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""花鳥風月"", ""duration"": ""3:26"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""ミズキリ"", ""duration"": ""3:28"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""シャッター"", ""duration"": ""4:09"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""ミザリー"", ""duration"": ""4:02"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""レオ"", ""duration"": ""3:59"", ""type"": ""track""}, {""position"": ""8"", ""title"": ""ピーターパン"", ""duration"": ""3:34"", ""type"": ""track""}, {""position"": ""9"", ""title"": ""スマホウォーズ"", ""duration"": ""3:49"", ""type"": ""track""}, {""position"": ""10"", ""title"": ""夏音"", ""duration"": ""3:59"", ""type"": ""track""}, {""position"": ""11"", ""title"": ""背中"", ""duration"": ""3:58"", ""type"": ""track""}, {""position"": ""12"", ""title"": ""かごめ"", ""duration"": ""4:32"", ""type"": ""track""}, {""position"": ""13"", ""title"": ""桜晴"", ""duration"": ""3:58"", ""type"": ""track""}, {""position"": ""14"", ""title"": ""インフィニティ"", ""duration"": ""4:05"", ""type"": ""track""}, {""position"": ""15"", ""title"": ""飛行船"", ""duration"": ""3:16"", ""type"": ""track""}, {""position"": ""16"", ""title"": ""かくれんぼ"", ""duration"": ""4:31"", ""type"": ""track""}]"
Penthouse (21),Laundry,35405371,,2024,Japan,2024-11-06,CD (Album),JVC Kenwood Victor Entertainment Corp.,VIZL-2371,4988002942046,Pop,City Pop,https://www.discogs.com/release/35405371,"[{""position"": ""1"", ""title"": ""Taxi to the Moon"", ""duration"": """", ""type"": ""track""}, {""position"": ""2"", ""title"": ""我愛你"", ""duration"": """", ""type"": ""track""}, {""position"": ""3"", ""title"": ""夏に願いを"", ""duration"": """", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Raise Your Hands Up"", ""duration"": """", ""type"": ""track""}, {""position"": ""5"", ""title"": ""フライデーズハイ"", ""duration"": """", ""type"": ""track""}, {""position"": ""6"", ""title"": ""花束のような人生を君に"", ""duration"": """", ""type"": ""track""}, {""position"": ""7"", ""title"": ""一難"", ""duration"": """", ""type"": ""track""}, {""position"": ""8"", ""title"": ""Kitchen feat. 9m88"", ""duration"": """", ""type"": ""track""}, {""position"": ""9"", ""title"": ""アイデンティファイ"", ""duration"": """", ""type"": ""track""}, {""position"": ""10"", ""title"": ""Whiskey And Coke"", ""duration"": """", ""type"": ""track""}]"
Radwimps,Your Name.,15430873,1136816,2017,US,2017-03-10,"CD (Album, Limited Edition); Box Set (Album, Deluxe Edition, Limited Edition)",Funimation,none,704400023903,Rock; Pop; Stage & Screen,Soundtrack; J-Rock; Anison,https://www.discogs.com/release/15430873,"[{""position"": """", ""title"": ""Disc 1"", ""duration"": """", ""type"": ""heading""}, {""position"": ""1-1"", ""title"": ""Dream Lantern (English Version)"", ""duration"": ""2:11"", ""type"": ""track""}, {""position"": ""1-2"", ""title"": ""School Road"", ""duration"": ""1:08"", ""type"": ""track""}, {""position"": ""1-3"", ""title"": ""Itomori High School"", ""duration"": ""1:51"", ""type"": ""track""}, {""position"": ""1-4"", ""title"": ""First View Of Tokyo"", ""duration"": ""1:19"", ""type"": ""track""}, {""position"": ""1-5"", ""title"": ""Cafe At Last"", ""duration"": ""1:32"", ""type"": ""track""}, {""position"": ""1-6"", ""title"": ""Theme Of Ms. Okudera"", ""duration"": ""2:07"", ""type"": ""track""}, {""position"": ""1-7"", ""title"": ""Unusual Changes Of Two"", ""duration"": ""2:36"", ""type"": ""track""}, {""position"": ""1-8"", ""title"": ""Zenzenzense (English Version)"", ""duration"": ""4:45"", ""type"": ""track""}, {""position"": ""1-9"", ""title"": ""Goshintai"", ""duration"": ""3:27"", ""type"": ""track""}, {""position"": ""1-10"", ""title"": ""Date"", ""duration"": ""4:05"", ""type"": ""track""}, {""position"": ""1-11"", ""title"": ""Autumn Festival"", ""duration"": ""1:07"", ""type"": ""track""}, {""position"": ""1-12"", ""title"": ""Evoking Memories"", ""duration"": ""1:43"", ""type"": ""track""}, {""position"": ""1-13"", ""title"": ""Visit To Hida"", ""duration"": ""1:32"", ""type"": ""track""}, {""position"": ""1-14"", ""title"": ""Disappeared Town"", ""duration"": ""1:55"", ""type"": ""track""}, {""position"": ""1-15"", ""title"": ""Library"", ""duration"": ""1:43"", ""type"": ""track""}, {""position"": ""1-16"", ""title"": ""The Night Inn"", ""duration"": ""1:33"", ""type"": ""track""}, {""position"": ""1-17"", ""title"": ""Again To Goshintai"", ""duration"": ""2:23"", ""type"": ""track""}, {""position"": ""1-18"", ""title"": ""Kuchikamizake Trip"", ""duration"": ""2:55"", ""type"": ""track""}, {""position"": ""1-19"", ""title"": ""Council Of War"", ""duration"": ""2:24"", ""type"": ""track""}, {""position"": ""1-20"", ""title"": ""Persuading Mayor"", ""duration"": ""2:49"", ""type"": ""track""}, {""position"": ""1-21"", ""title"": ""Theme Of Mitsuha"", ""duration"": ""4:06"", ""type"": ""track""}, {""position"": ""1-22"", ""title"": ""Unseen Two"", ""duration"": ""0:53"", ""type"": ""track""}, {""position"": ""1-23"", ""title"": ""Katawaredoki"", ""duration"": ""2:50"", ""type"": ""track""}, {""position"": ""1-24"", ""title"": ""Sparkle (English Version)"", ""duration"": ""8:57"", ""type"": ""track""}, {""position"": ""1-25"", ""title"": ""Date 2"", ""duration"": ""2:09"", ""type"": ""track""}, {""position"": ""1-26"", ""title"": ""Nandemonaiya (English Version)"", ""duration"": ""3:16"", ""type"": ""track""}, {""position"": """", ""title"": ""Disc 2 - Bonus Disc"", ""duration"": """", ""type"": ""heading""}, {""position"": ""2-1"", ""title"": ""Dream Lantern"", ""duration"": ""2:10"", ""type"": ""track""}, {""position"": ""2-2"", ""title"": ""Zenzenzense (Movie Ver.)"", ""duration"": ""4:45"", ""type"": ""track""}, {""position"": ""2-3"", ""title"": ""Sparkle (Movie Ver.)"", ""duration"": ""8:55"", ""type"": ""track""}, {""position"": ""2-4"", ""title"": ""Nandemonaiya (Movie Ver.)"", ""duration"": ""5:44"", ""type"": ""track""}]"
fromis_9,Supersonic,32105715,3666084,2024,South Korea,2024-08-12,CD (Single),Pledis Entertainment,PLD0436,8 800261 890639,Pop,K-pop,https://www.discogs.com/release/32105715,"[{""position"": ""1"", ""title"": ""Supersonic"", ""duration"": """", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Beat The Heat"", ""duration"": """", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Take A Chance"", ""duration"": """", ""type"": ""track""}]"
fromis_9,Supersonic,32105637,3666084,2024,South Korea,2024-08-12,CD (Single),Pledis Entertainment,PLD0436,8 800261 890639,Pop,K-pop,https://www.discogs.com/release/32105637,"[{""position"": ""1"", ""title"": ""Supersonic"", ""duration"": """", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Beat The Heat"", ""duration"": """", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Take A Chance"", ""duration"": """", ""type"": ""track""}]"
Dreamcatcher (13),악몽 ♦ 惡夢,32400162,1166231,2024,South Korea,2024-10-01,Box Set (Repress); CD (Single),Dreamcatcher Company; Genie Music Corporation,KTMCD1280; KTMCD1280,8809314516175,Rock; Pop,K-pop; K-Rock,https://www.discogs.com/release/32400162,"[{""position"": ""1"", ""title"": ""Welcome To My Dream (Intro)"", ""duration"": ""0:40"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Chase Me"", ""duration"": ""3:09"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Emotion (소원 하나)"", ""duration"": ""3:43"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Chase Me (Inst.)"", ""duration"": ""3:09"", ""type"": ""track""}]"
Dreamcatcher (13),악몽 ♦ Fall Asleep In The Mirror,32400636,1175963,2024,South Korea,2024-10-01,Box Set (Repress); CD (Single),Dreamcatcher Company; Genie Music Corporation,KTMCD1281; KTMCD1281,8809314516182,Rock; Pop,K-pop; K-Rock,https://www.discogs.com/release/32400636,"[{""position"": ""1"", ""title"": ""My Toys (Intro)"", ""duration"": ""1:08"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Good Night"", ""duration"": ""2:56"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Lullaby"", ""duration"": ""3:19"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Good Night (Inst.)"", ""duration"": ""2:55"", ""type"": ""track""}]"
Dreamcatcher (13),Prequel,10792227,1234008,2017,South Korea,2017-07-27,CD (Mini-Album),Happyface Entertainment,INT0108,8 809516 261248,Electronic; Rock; Pop,K-pop; Drum n Bass,https://www.discogs.com/release/10792227,"[{""position"": ""1"", ""title"": ""Before & After (Intro)"", ""duration"": ""1:10"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""날아올라 (Fly High)"", ""duration"": ""3:32"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Wake Up"", ""duration"": ""3:33"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Sleep-Walking"", ""duration"": ""3:25"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""괜찮아!"", ""duration"": ""3:25"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""날아올라 (Fly High) (Inst.)"", ""duration"": ""3:32"", ""type"": ""track""}]"
Dreamcatcher (13),악몽 ♦ Escape The Era,12126657,1378136,2018,South Korea,2018-05-10,CD (Mini-Album),Happyface Entertainment,INT0148,8 809516 265239; 8 809516 265222,Rock; Pop,K-pop; K-Rock,https://www.discogs.com/release/12126657,"[{""position"": ""1"", ""title"": ""Inside-Outside (Intro)"", ""duration"": ""1:25"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""You And I"", ""duration"": ""3:17"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Mayday"", ""duration"": ""3:06"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""어느 별"", ""duration"": ""4:10"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Scar (이 더럽고도 추한...)"", ""duration"": ""3:18"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""You And I (Inst.)"", ""duration"": ""3:15"", ""type"": ""track""}]"
Dreamcatcher (13),악몽 ♦ Escape The Era,12087206,1378136,2018,South Korea,2018-05-10,CD (Mini-Album),Happyface Entertainment; Interpark,INT0149; INT0149,8 809516 265239,Rock; Pop,K-pop; K-Rock,https://www.discogs.com/release/12087206,"[{""position"": ""1"", ""title"": ""Inside-Outside (Intro)"", ""duration"": ""1:25"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""You And I"", ""duration"": ""3:17"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Mayday"", ""duration"": ""3:06"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""어느 별"", ""duration"": ""4:10"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Scar (이 더럽고도 추한...)"", ""duration"": ""3:18"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""You And I (Inst.)"", ""duration"": ""3:15"", ""type"": ""track""}]"
Dreamcatcher (13),Alone In The City,12794871,1453156,2018,South Korea,2018-09-20,CD (Mini-Album),Happyface Entertainment,KTMCD0950,8 809269 509352,Rock; Pop,K-pop; K-Rock,https://www.discogs.com/release/12794871,"[{""position"": ""1"", ""title"": ""Intro"", ""duration"": ""1:08"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""What"", ""duration"": ""3:27"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Wonderland"", ""duration"": ""3:13"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Trap"", ""duration"": ""3:12"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""약속해 우리 (July 7th)"", ""duration"": ""3:16"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""What (Inst.)"", ""duration"": ""3:25"", ""type"": ""track""}]"
Dreamcatcher (13),Alone In The City,12663834,1453156,2018,South Korea,2018-09-20,CD (Mini-Album),Happyface Entertainment,KTMCD0950,8 809269 509352,Rock; Pop,K-pop; K-Rock,https://www.discogs.com/release/12663834,"[{""position"": ""1"", ""title"": ""Intro"", ""duration"": ""1:08"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""What"", ""duration"": ""3:27"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Wonderland"", ""duration"": ""3:13"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Trap"", ""duration"": ""3:12"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""약속해 우리 (July 7th)"", ""duration"": ""3:16"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""What (Inst.)"", ""duration"": ""3:25"", ""type"": ""track""}]"
Dreamcatcher (13),The End Of Nightmare,13263981,1507179,2019,South Korea,2019-02-13,CD (Mini-Album),Dreamcatcher Company; Genie Music (2),KTMCD0990; KTMCD0990,8 809269 509741,Rock; Pop,K-Rock; K-pop,https://www.discogs.com/release/13263981,"[{""position"": ""1"", ""title"": ""Intro"", ""duration"": ""1:07"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Piri"", ""duration"": ""3:27"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Diamond"", ""duration"": ""3:22"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""그리고 아무도 없었다"", ""duration"": ""2:53"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Daydream (백일몽)"", ""duration"": ""3:32"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Piri (Inst.)"", ""duration"": ""3:27"", ""type"": ""track""}]"
Dreamcatcher (13),The End Of Nightmare,13263429,1507179,2019,South Korea,2019-02-13,CD (Mini-Album),Dreamcatcher Company; Genie Music (2),KTMCD0990; KTMCD0990,8 809269 509741,Rock; Pop,K-Rock; K-pop,https://www.discogs.com/release/13263429,"[{""position"": ""1"", ""title"": ""Intro"", ""duration"": ""1:07"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Piri"", ""duration"": ""3:27"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Diamond"", ""duration"": ""3:22"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""그리고 아무도 없었다"", ""duration"": ""2:53"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Daydream (백일몽)"", ""duration"": ""3:32"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Piri (Inst.)"", ""duration"": ""3:27"", ""type"": ""track""}]"
Dreamcatcher (13),Raid Of Dream,14233417,1617133,2019,South Korea,2019-09-18,"CD (Mini-Album, Limited Edition)",Dreamcatcher Company; Genie Music (2); Vespa (2),KTMCD1019; KTMCD1019; KTMCD1019,8809314513655,Rock; Pop,K-pop; K-Rock,https://www.discogs.com/release/14233417,"[{""position"": ""1"", ""title"": ""Intro"", ""duration"": ""1:31"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""데자부 (Deja Vu)"", ""duration"": ""3:45"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""거미의 저주 (The Curse Of The Spider)"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Silent Night"", ""duration"": ""3:18"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""북극성 (Polaris)"", ""duration"": ""3:54"", ""type"": ""track""}]"
Dreamcatcher (13),Raid Of Dream,14229789,1617133,2019,South Korea,2019-09-18,CD (Mini-Album),Dreamcatcher Company; Genie Music (2); Vespa (2),KTMCD1020; KTMCD1020; KTMCD1020,8809314513662,Rock; Pop,K-pop; K-Rock,https://www.discogs.com/release/14229789,"[{""position"": ""1"", ""title"": ""Intro"", ""duration"": ""1:31"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""데자부 (Deja Vu)"", ""duration"": ""3:45"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""거미의 저주 (The Curse Of The Spider)"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Silent Night"", ""duration"": ""3:18"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""북극성 (Polaris)"", ""duration"": ""3:54"", ""type"": ""track""}]"
Dreamcatcher (13),Dystopia : The Tree Of Language,14848855,1690500,2020,South Korea,2020-02-18,CD (Album),Dreamcatcher Company; Kakao M,L200001903; L200001903,8804775139390,Electronic; Rock; Pop,K-pop; Pop Rock; Electro; K-Rock,https://www.discogs.com/release/14848855,"[{""position"": ""1"", ""title"": ""Intro"", ""duration"": ""1:19"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Scream"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Tension"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Red Sun"", ""duration"": ""3:05"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Black Or White"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Jazz Bar"", ""duration"": ""3:34"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""Sahara"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""8"", ""title"": ""In The Frozen"", ""duration"": ""3:16"", ""type"": ""track""}, {""position"": ""9"", ""title"": ""새벽"", ""duration"": ""3:03"", ""type"": ""track""}, {""position"": ""10"", ""title"": ""Full Moon"", ""duration"": ""3:09"", ""type"": ""track""}, {""position"": ""11"", ""title"": ""하늘을 넘어"", ""duration"": ""3:17"", ""type"": ""track""}, {""position"": ""12"", ""title"": ""Outro"", ""duration"": ""1:03"", ""type"": ""track""}, {""position"": ""13"", ""title"": ""Scream (Inst.)"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""14"", ""title"": ""Paradise"", ""duration"": ""4:03"", ""type"": ""track""}]"
Dreamcatcher (13),Dystopia : The Tree Of Language,14851228,1690500,2020,South Korea,2020-02-18,CD (Album),Dreamcatcher Company; Kakao M,L200001903; L200001903,8804775139390,Electronic; Rock; Pop,K-pop; Pop Rock; Electro; K-Rock,https://www.discogs.com/release/14851228,"[{""position"": ""1"", ""title"": ""Intro"", ""duration"": ""1:19"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Scream"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Tension"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Red Sun"", ""duration"": ""3:05"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Black Or White"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Jazz Bar"", ""duration"": ""3:34"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""Sahara"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""8"", ""title"": ""In The Frozen"", ""duration"": ""3:16"", ""type"": ""track""}, {""position"": ""9"", ""title"": ""새벽"", ""duration"": ""3:03"", ""type"": ""track""}, {""position"": ""10"", ""title"": ""Full Moon"", ""duration"": ""3:09"", ""type"": ""track""}, {""position"": ""11"", ""title"": ""하늘을 넘어"", ""duration"": ""3:17"", ""type"": ""track""}, {""position"": ""12"", ""title"": ""Outro"", ""duration"": ""1:03"", ""type"": ""track""}, {""position"": ""13"", ""title"": ""Scream (Inst.)"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""14"", ""title"": ""Paradise"", ""duration"": ""4:03"", ""type"": ""track""}]"
Dreamcatcher (13),Dystopia : The Tree Of Language,14851227,1690500,2020,South Korea,2020-02-18,CD (Album),Dreamcatcher Company; Kakao M,L200001903; L200001903,8804775139390,Electronic; Rock; Pop,K-pop; Pop Rock; Electro; K-Rock,https://www.discogs.com/release/14851227,"[{""position"": ""1"", ""title"": ""Intro"", ""duration"": ""1:19"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Scream"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Tension"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Red Sun"", ""duration"": ""3:05"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Black Or White"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Jazz Bar"", ""duration"": ""3:34"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""Sahara"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""8"", ""title"": ""In The Frozen"", ""duration"": ""3:16"", ""type"": ""track""}, {""position"": ""9"", ""title"": ""새벽"", ""duration"": ""3:03"", ""type"": ""track""}, {""position"": ""10"", ""title"": ""Full Moon"", ""duration"": ""3:09"", ""type"": ""track""}, {""position"": ""11"", ""title"": ""하늘을 넘어"", ""duration"": ""3:17"", ""type"": ""track""}, {""position"": ""12"", ""title"": ""Outro"", ""duration"": ""1:03"", ""type"": ""track""}, {""position"": ""13"", ""title"": ""Scream (Inst.)"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""14"", ""title"": ""Paradise"", ""duration"": ""4:03"", ""type"": ""track""}]"
Dreamcatcher (13),Dystopia : The Tree Of Language,14851229,1690500,2020,South Korea,2020-02-18,CD (Album),Dreamcatcher Company; Kakao M,L200001903; L200001903,8804775139390,Electronic; Rock; Pop,K-pop; K-Rock,https://www.discogs.com/release/14851229,"[{""position"": ""1"", ""title"": ""Intro"", ""duration"": ""1:19"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Scream"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Tension"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Red Sun"", ""duration"": ""3:05"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Black Or White"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Jazz Bar"", ""duration"": ""3:34"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""Sahara"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""8"", ""title"": ""In The Frozen"", ""duration"": ""3:16"", ""type"": ""track""}, {""position"": ""9"", ""title"": ""새벽"", ""duration"": ""3:03"", ""type"": ""track""}, {""position"": ""10"", ""title"": ""Full Moon"", ""duration"": ""3:09"", ""type"": ""track""}, {""position"": ""11"", ""title"": ""하늘을 넘어"", ""duration"": ""3:17"", ""type"": ""track""}, {""position"": ""12"", ""title"": ""Outro"", ""duration"": ""1:03"", ""type"": ""track""}, {""position"": ""13"", ""title"": ""Scream (Inst.)"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""14"", ""title"": ""Paradise"", ""duration"": ""4:03"", ""type"": ""track""}]"
Dreamcatcher (13),Dystopia : Lose Myself,15815681,1793891,2020,South Korea,2020-08-17,"CD (Mini-Album, Limited Edition)",Dreamcatcher Company; Genie Music (2),KTMCD1070; KTMCD1070,8809314514171,Rock; Pop,K-Rock; K-pop,https://www.discogs.com/release/15815681,"[{""position"": ""1"", ""title"": ""Intro"", ""duration"": ""1:42"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Boca"", ""duration"": ""3:12"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Break The Wall"", ""duration"": ""3:49"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Can't Get You Out Of My Mind"", ""duration"": ""3:45"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Dear"", ""duration"": ""3:51"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Boca (Inst.)"", ""duration"": ""3:10"", ""type"": ""track""}]"
