artist,album,release_id,master_id,year,country,released,formats,labels,catalog_numbers,barcodes,genres,styles,discogs_url,tracks
μ's,SUNNY DAY SONG / ?←HEARTBEAT,13394570,,2015,Japan,2015-06-08,"CD (CD-ROM, Maxi-Single)",Lantis,LACM-14362,4540774143627,Pop,J-pop; Karaoke,https://www.discogs.com/release/13394570,"[{""position"": ""1"", ""title"": ""SUNNY DAY SONG"", ""duration"": ""4:47"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""?←HEARTBEAT"", ""duration"": ""3:33"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""SUNNY DAY SONG (Off Vocal)"", ""duration"": ""4:46"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""?←HEARTBEAT (Off Vocal)"", ""duration"": ""3:31"", ""type"": ""track""}]"
μ's,"Angelic Angel / Hello, 星を数えて",13394659,,2015,Japan,2015-06-01,"CD (CD-ROM, Maxi-Single)",Lantis,LACM-14361,4540774143610,Pop,J-pop; Karaoke,https://www.discogs.com/release/13394659,"[{""position"": ""1"", ""title"": ""Angelic Angel"", ""duration"": ""4:59"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Hello, 星を数えて"", ""duration"": ""4:37"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Angelic Angel (Off Vocal)"", ""duration"": ""4:58"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Hello, 星を数えて (Off Vocal)"", ""duration"": ""4:35"", ""type"": ""track""}]"
μ's,僕たちはひとつの光 / Future Style,13394518,,2015,Japan,2015-06-15,"CD (CD-ROM, Maxi-Single)",Lantis,LACM-14363,4540774143634,Pop,J-pop; Karaoke,https://www.discogs.com/release/13394518,"[{""position"": ""1"", ""title"": ""僕たちはひとつの光"", ""duration"": ""4:55"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Future Style"", ""duration"": ""4:48"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""僕たちはひとつの光 (Off Vocal)"", ""duration"": ""4:55"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Future Style (Off Vocal)"", ""duration"": ""4:43"", ""type"": ""track""}]"
Uru (4),コントラスト,28908517,3308536,2023,Japan,2023-02-01,"CD (Album); CD (Album, Limited Edition)",SAR (3),AICL 4325~6,4 547366 590647,Pop,J-pop,https://www.discogs.com/release/28908517,"[{""position"": ""1-1"", ""title"": ""それを愛と呼ぶなら"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-2"", ""title"": ""そばにいるよ"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-3"", ""title"": ""恋"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-4"", ""title"": ""ランドマーク"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-5"", ""title"": ""Love Song"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-6"", ""title"": ""ポジティ部入部"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-7"", ""title"": ""セレナーデ"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-8"", ""title"": ""Break"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-9"", ""title"": ""無機質"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-10"", ""title"": ""脱・借りてきた猫症候群"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-11"", ""title"": ""ハクセキレイ"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-12"", ""title"": ""ファーストラヴ"", ""duration"": """", ""type"": ""track""}, {""position"": ""1-13"", ""title"": ""振り子"", ""duration"": """", ""type"": ""track""}, {""position"": """", ""title"": ""Cover Song"", ""duration"": """", ""type"": ""heading""}, {""position"": ""2-1"", ""title"": ""再会 (Self-Cover Ver.)"", ""duration"": """", ""type"": ""track""}, {""position"": ""2-2"", ""title"": ""なんでもないよ、"", ""duration"": """", ""type"": ""track""}, {""position"": ""2-3"", ""title"": ""ドライフラワー"", ""duration"": """", ""type"": ""track""}, {""position"": ""2-4"", ""title"": ""Missing"", ""duration"": """", ""type"": ""track""}, {""position"": ""2-5"", ""title"": ""別の人の彼女になったよ"", ""duration"": """", ""type"": ""track""}, {""position"": ""2-6"", ""title"": ""勿忘"", ""duration"": """", ""type"": ""track""}, {""position"": ""2-7"", ""title"": ""白い恋人たち"", ""duration"": """", ""type"": ""track""}, {""position"": ""2-8"", ""title"": ""奏(かなで)"", ""duration"": """", ""type"": ""track""}]"
Milet,Eyes,15828888,2738150,2020,Japan,2020-06-03,CD (Album),SME Records,SECL-2574,4547366447934,Electronic; Pop,J-pop; Dance-pop,https://www.discogs.com/release/15828888,"[{""position"": ""1"", ""title"": ""Again And Again (Eyes Mix)"", ""duration"": """", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Parachute"", ""duration"": """", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Koukai Zenya (航海前夜; Eve Of The Voyage)"", ""duration"": """", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Somebody"", ""duration"": """", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Inside You"", ""duration"": """", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Drown"", ""duration"": """", ""type"": ""track""}, {""position"": ""7"", ""title"": ""You & I"", ""duration"": """", ""type"": ""track""}, {""position"": ""8"", ""title"": ""Grab The Air"", ""duration"": """", ""type"": ""track""}, {""position"": ""9"", ""title"": ""Stay"", ""duration"": """", ""type"": ""track""}, {""position"": ""10"", ""title"": ""Dome"", ""duration"": """", ""type"": ""track""}, {""position"": ""11"", ""title"": ""Tell Me"", ""duration"": """", ""type"": ""track""}, {""position"": ""12"", ""title"": ""Wonderland"", ""duration"": """", ""type"": ""track""}, {""position"": ""13"", ""title"": ""Us"", ""duration"": """", ""type"": ""track""}, {""position"": ""14"", ""title"": ""Prover"", ""duration"": """", ""type"": ""track""}, {""position"": ""15"", ""title"": ""Until I Die"", ""duration"": """", ""type"": ""track""}, {""position"": ""16"", ""title"": ""Without Your Love"", ""duration"": """", ""type"": ""track""}, {""position"": ""17"", ""title"": ""Fire Arrow"", ""duration"": """", ""type"": ""track""}, {""position"": ""18"", ""title"": ""The Love We've Made"", ""duration"": """", ""type"": ""track""}]"
IU (3),Love Poem,14446045,,2019,South Korea,2019-11-18,CD (Mini-Album),Kakao M,L100005637,8804775136351,Pop,K-pop,https://www.discogs.com/release/14446045,"[{""position"": ""1"", ""title"": ""Unlucky"", ""duration"": ""3:51"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""그 사람"", ""duration"": ""3:51"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Blueming"", ""duration"": ""3:37"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""시간의 바깥"", ""duration"": ""5:00"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""자장가"", ""duration"": ""4:21"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Love poem"", ""duration"": ""4:18"", ""type"": ""track""}]"
IU (3),Lilac,18048907,2068564,2021,South Korea,2021-03-25,CD (Album),EDAM Entertainment,L100005749,8804775158773,Pop,K-pop,https://www.discogs.com/release/18048907,"[{""position"": ""1"", ""title"": ""라일락"", ""duration"": ""3:34"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Flu"", ""duration"": ""3:08"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Coin"", ""duration"": ""3:13"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""봄 안녕 봄"", ""duration"": ""5:24"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Celebrity"", ""duration"": ""3:15"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""돌림노래"", ""duration"": ""3:09"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""빈 컵 (Empty Cup)"", ""duration"": ""2:19"", ""type"": ""track""}, {""position"": ""8"", ""title"": ""아이와 나의 바다"", ""duration"": ""5:16"", ""type"": ""track""}, {""position"": ""9"", ""title"": ""어푸 (Ah Puh)"", ""duration"": ""3:20"", ""type"": ""track""}, {""position"": ""10"", ""title"": ""에필로그"", ""duration"": ""3:49"", ""type"": ""track""}]"
IU (3),Lilac,18206452,2068564,2021,South Korea,2021-03-25,CD (Album),EDAM Entertainment,L100005749,8804775158773,Pop,K-pop,https://www.discogs.com/release/18206452,"[{""position"": ""1"", ""title"": ""라일락"", ""duration"": ""3:34"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Flu"", ""duration"": ""3:08"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Coin"", ""duration"": ""3:13"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""봄 안녕 봄"", ""duration"": ""5:24"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Celebrity"", ""duration"": ""3:15"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""돌림노래"", ""duration"": ""3:09"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""빈 컵 (Empty Cup)"", ""duration"": ""2:19"", ""type"": ""track""}, {""position"": ""8"", ""title"": ""아이와 나의 바다"", ""duration"": ""5:15"", ""type"": ""track""}, {""position"": ""9"", ""title"": ""어푸 (Ah puh)"", ""duration"": ""3:20"", ""type"": ""track""}, {""position"": ""10"", ""title"": ""에필로그"", ""duration"": ""3:49"", ""type"": ""track""}]"
IU (3),The Winning,29863816,3401425,2024,South Korea,2024-02-20,CD (Mini-Album),EDAM Entertainment; kakao Entertainment,L200002886; L200002886,8 804775 368752,Pop,K-pop,https://www.discogs.com/release/29863816,"[{""position"": ""1"", ""title"": ""Shopper"", ""duration"": ""3:36"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""홀씨"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Shh.."", ""duration"": ""3:47"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Love Wins All"", ""duration"": ""4:32"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""관객이 될게 (I Stan U)"", ""duration"": ""3:13"", ""type"": ""track""}]"
Song Yu Qi,YUQ1,30598009,3554326,2024,South Korea,2024-04-24,"CD (Mini-Album, Limited Edition, Special Edition)",Cube Entertainment,L200002931,8804775369230,Pop,K-pop,https://www.discogs.com/release/30598009,"[{""position"": ""1"", ""title"": ""Freak"", ""duration"": ""2:51"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""My Way"", ""duration"": ""2:48"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Drink It Up"", ""duration"": ""3:16"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Red Rover"", ""duration"": ""2:03"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""On Clap"", ""duration"": ""1:58"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Everytime"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""Could It Be"", ""duration"": ""3:09"", ""type"": ""track""}]"
Song Yu Qi,YUQ1,31152485,3554326,2024,South Korea,2024-04-24,CD (Mini-Album),Cube Entertainment,L200002930,8804775369223,Pop,K-pop,https://www.discogs.com/release/31152485,"[{""position"": ""1"", ""title"": ""Freak"", ""duration"": ""2:51"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""My Way"", ""duration"": ""2:48"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Drink It Up"", ""duration"": ""3:16"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Red Rover"", ""duration"": ""2:03"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""On Clap"", ""duration"": ""1:58"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Everytime"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""Could It Be"", ""duration"": ""3:09"", ""type"": ""track""}]"
Song Yu Qi,Motivation,35432992,,2025,South Korea,2025-09-17,CDr (Single),Cube Entertainment,L200003399,8804775457425,Pop,K-pop,https://www.discogs.com/release/35432992,"[{""position"": ""1"", ""title"": ""M.O."", ""duration"": ""3:02"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""아프다"", ""duration"": ""3:14"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""还痛吗"", ""duration"": ""3:14"", ""type"": ""track""}]"
Seo Soo Jin,Rizz,32390547,3666633,2024,South Korea,2024-05-24,CD (EP),BRD Communications,CMCC12028,8809704428194,Electronic; Hip Hop; Rock; Pop,Karaoke; K-pop; RnB/Swing; K-Rock,https://www.discogs.com/release/32390547,"[{""position"": ""1"", ""title"": ""Rizz Me Up"", ""duration"": ""2:16"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Mona Lisa"", ""duration"": ""2:40"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Lime"", ""duration"": ""2:47"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Tide (헤엄)"", ""duration"": ""2:48"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Drop Top"", ""duration"": ""2:36"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Summer Daze"", ""duration"": ""3:08"", ""type"": ""track""}]"
fromis_9,Unlock My World,27592368,3140928,2023,South Korea,2023-06-05,CD (Album),Pledis Entertainment,PLD0241,8 809903 923810,Electronic; Funk / Soul; Pop,K-pop; Dance-pop; City Pop; Contemporary R&B,https://www.discogs.com/release/27592368,"[{""position"": ""1"", ""title"": ""Attitude"", ""duration"": ""3:11"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""#menow"", ""duration"": ""2:51"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Wishlist"", ""duration"": ""2:57"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""In The Mirror"", ""duration"": ""3:33"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Don't Care"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Prom Night"", ""duration"": ""3:27"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""Bring It On"", ""duration"": ""2:52"", ""type"": ""track""}, {""position"": ""8"", ""title"": ""What I Want"", ""duration"": ""3:31"", ""type"": ""track""}, {""position"": ""9"", ""title"": ""My Night Routine"", ""duration"": ""2:59"", ""type"": ""track""}, {""position"": ""10"", ""title"": ""눈맞춤"", ""duration"": ""3:30"", ""type"": ""track""}]"
fromis_9,From Our Memento Box,29753617,3391084,2022,South Korea,2022-06-27,CD (Mini-Album),Pledis Entertainment,PLD0163,8809848756665,Electronic; Pop,K-pop; Bubblegum,https://www.discogs.com/release/29753617,"[{""position"": ""1"", ""title"": ""Up And"", ""duration"": ""3:12"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Stay This Way"", ""duration"": ""3:15"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Blind Letter"", ""duration"": ""2:40"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Cheese"", ""duration"": ""3:01"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Rewind"", ""duration"": ""3:33"", ""type"": ""track""}]"
fromis_9,Glow ME,38225175,,2026,South Korea,2026-07-21,CD (Album),DREAMUS,DUK2317,8800371190131,Pop,K-pop,https://www.discogs.com/release/38225175,"[{""position"": ""1"", ""title"": ""ENTERNAL"", ""duration"": ""3:06"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Vitamin ME"", ""duration"": ""3:10"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Pocket Treat"", ""duration"": ""3:03"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Blue Heart"", ""duration"": ""2:33"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Screen Time"", ""duration"": ""2:29"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""Teacher"", ""duration"": ""3:20"", ""type"": ""track""}, {""position"": ""7"", ""title"": ""Cold Blood"", ""duration"": ""2:49"", ""type"": ""track""}, {""position"": ""8"", ""title"": ""Why do I cry?"", ""duration"": ""2:30"", ""type"": ""track""}, {""position"": ""9"", ""title"": ""Day 1"", ""duration"": ""3:14"", ""type"": ""track""}, {""position"": ""10"", ""title"": ""Wonderland"", ""duration"": ""3:08"", ""type"": ""track""}]"
Oh My Girl,Closer,9160588,2928208,2015,South Korea,2015-10-08,CD (Mini-Album),WM Entertainment; Loen Entertainment,L200001169; L200001169,8804775065934,Pop,K-pop,https://www.discogs.com/release/9160588,"[{""position"": ""1"", ""title"": ""Closer"", ""duration"": ""3:27"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Say No More"", ""duration"": ""3:06"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Playground"", ""duration"": ""3:56"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Sugar Baby"", ""duration"": ""4:22"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Round About"", ""duration"": ""3:40"", ""type"": ""track""}]"
Oh My Girl,Pink Ocean,9160643,1348421,2016,South Korea,2016-03-28,CD (Mini-Album),WM Entertainment; Loen Entertainment,L200001212; L200001212,8804775069475,Pop,K-pop,https://www.discogs.com/release/9160643,"[{""position"": ""1"", ""title"": ""Liar Liar"", ""duration"": ""3:14"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""B612"", ""duration"": ""4:06"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""I Found Love"", ""duration"": ""3:34"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Knock Knock"", ""duration"": ""3:37"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""한 발짝 두 발짝"", ""duration"": ""3:43"", ""type"": ""track""}]"
Oh My Girl,비밀정원,12128076,2923576,2018,South Korea,2018-01-09,CD (Mini-Album),WM Entertainment; Loen Entertainment,L200001514; L200001514,8804775086922,Pop,K-pop,https://www.discogs.com/release/12128076,"[{""position"": ""1"", ""title"": ""비밀정원"", ""duration"": ""4:06"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Love O'clock"", ""duration"": ""3:58"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""Butterfly"", ""duration"": ""3:55"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Sixteen"", ""duration"": ""3:24"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Magic"", ""duration"": ""3:05"", ""type"": ""track""}]"
Oh My Girl,Golden Hourglass,28165684,3227953,2023,South Korea,2023-07-24,"CD (Mini-Album, Stereo)",WM Entertainment; RBW; Sony Music; WM Entertainment; RBW; Sony Music,S91300C; S91300C; S91300C; 19658835742; 19658835742; 19658835742,8803581203004,Electronic; Pop,K-pop; Dance-pop,https://www.discogs.com/release/28165684,"[{""position"": ""1"", ""title"": ""Celebrate"", ""duration"": ""2:48"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""여름이 들려 (Summer Comes)"", ""duration"": ""3:22"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""내 Type"", ""duration"": ""3:01"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Dirty Laundry"", ""duration"": ""2:51"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Paradise"", ""duration"": ""2:31"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""미라클 (Miracle)"", ""duration"": ""3:20"", ""type"": ""track""}]"
Oh My Girl,Golden Hourglass,28165165,3227953,2023,South Korea,2023-07-24,"CD (Mini-Album, Stereo)",WM Entertainment; RBW; Sony Music; WM Entertainment; RBW; Sony Music,S91300C; S91300C; S91300C; 19658835742; 19658835742; 19658835742,8803581203004,Electronic; Pop,K-pop; Dance-pop,https://www.discogs.com/release/28165165,"[{""position"": ""1"", ""title"": ""Celebrate"", ""duration"": ""2:48"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""여름이 들려 (Summer Comes)"", ""duration"": ""3:22"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""내 Type"", ""duration"": ""3:01"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""Dirty Laundry"", ""duration"": ""2:51"", ""type"": ""track""}, {""position"": ""5"", ""title"": ""Paradise"", ""duration"": ""2:31"", ""type"": ""track""}, {""position"": ""6"", ""title"": ""미라클 (Miracle)"", ""duration"": ""3:20"", ""type"": ""track""}]"
오마이걸 반하나,Banana Allergy Monkey,12362041,,2018,South Korea,2018-04-02,CD (Mini-Album),Loen Entertainment; WM Entertainment,L200001549; L200001549,,"Electronic; Rock; Reggae; Pop; Children's; Folk, World, & Country",Chiptune; K-pop,https://www.discogs.com/release/12362041,"[{""position"": ""1"", ""title"": ""Ukiuki Waikiki (Intro)"", ""duration"": ""0:52"", ""type"": ""track""}, {""position"": ""2"", ""title"": ""Banana Allergy Monkey"", ""duration"": ""3:43"", ""type"": ""track""}, {""position"": ""3"", ""title"": ""하더라"", ""duration"": ""3:32"", ""type"": ""track""}, {""position"": ""4"", ""title"": ""반한 게 아냐"", ""duration"": ""3:14"", ""type"": ""track""}]"
